iter	RMSE
698	177.7690275
699	177.5846511
700	177.1386739
701	177.0293064
702	176.7772804
703	176.6728355
704	176.4237877
705	176.4096514
706	176.3946462
707	176.2345979
708	176.090629
709	175.971223
710	175.8429691
711	175.6450985
712	175.4708566
713	175.3357647
714	175.321098
715	175.1115015
716	175.1050124
717	174.9092568
718	174.8123023
719	174.8038945
720	174.5772977
721	174.4107083
722	174.4049293
723	174.2971683
724	174.14096
725	173.8567918
726	173.5535806
727	173.3847642
728	173.3753423
729	173.2638496
730	173.1453475
731	173.0553174
732	172.9719726
733	172.7667496
734	172.6579287
735	172.5830567
736	172.3883438
737	172.1885386
738	171.9936011
739	171.9418878
740	171.8434396
741	171.8376405
742	171.8118078
743	171.6215894
744	171.4064202
745	171.3880147
746	171.3159246
747	171.1592596
748	171.0255486
749	171.0172823
750	170.8892108
751	170.7407449
752	170.5538959
753	170.3779331
754	170.369751
755	170.186702
756	170.0721449
757	170.0642773
758	169.8647072
759	169.6847112
760	169.502963
761	169.4830374
762	169.3979598
763	169.3531366
764	169.2263233
765	169.214204
766	169.0292042
767	168.8481615
768	168.6240629
769	168.4611785
770	168.3281495
771	168.194307
772	168.0303852
773	167.8660894
774	167.8501376
775	167.7226457
776	167.5541728
777	167.4661811
778	167.4548585
779	167.3367029
780	167.2830048
781	167.2722116
782	167.2055695
783	167.1026578
784	167.0245023
785	166.920493
786	166.6511479
787	166.3850343
788	166.2977142
789	166.1261029
790	166.032054
791	165.9134714
792	165.8479034
793	165.6549899
794	165.5518916
795	165.3760408
796	165.1470042
797	165.0584518
798	164.8646531
799	164.7708844
800	164.7013081
801	164.539489
802	164.3361734
803	164.1311079
804	163.9114664
805	163.9071097
806	163.791063
807	163.4957273
808	163.3025359
809	163.1994098
810	163.0950684
811	162.9705945
812	162.8960378
813	162.7725731
814	162.6057195
815	162.6013924
816	162.3652312
817	162.2756817
818	162.1213954
819	161.9110275
820	161.7485468
821	161.6566242
822	161.4595044
823	161.3814578
824	161.2318762
825	161.1796249
826	161.1175975
827	161.0202256
828	160.8832698
829	160.8023598
830	160.6023125
831	160.4964007
832	160.4317716
833	160.3164235
834	160.2352197
835	160.0230481
836	159.839416
837	159.775125
838	159.638359
839	159.6334435
840	159.4875145
841	159.4116624
842	159.267811
843	159.1870568
844	158.9899299
845	158.8510861
846	158.7991645
847	158.748418
848	158.6961188
849	158.4578023
850	158.397489
851	158.1893992
852	158.1211398
853	158.0438091
854	157.9781278
855	157.8533878
856	157.779759
857	157.6338182
858	157.558346
859	157.4943536
860	157.322648
861	157.2749531
862	157.1224843
863	157.0542985
864	156.9341905
865	156.7705338
866	156.4760522
867	156.39645
868	156.2598336
869	156.1497147
870	156.0792275
871	155.8474851
872	155.7411089
873	155.5663373
874	155.4811901
875	155.2932116
876	155.2507229
877	155.2091096
878	154.9938191
879	154.9072684
880	154.8455306
881	154.6691321
882	154.4948741
883	154.4027569
884	154.2994372
885	154.13931
886	154.0741437
887	154.011884
888	153.8760696
889	153.8222284
890	153.7834117
891	153.6007785
892	153.5242692
893	153.3114767
894	153.2460689
895	153.143059
896	153.0056695
897	152.8681175
898	152.7812556
899	152.6633613
900	152.4241012
901	152.3183511
902	152.1770419
903	152.0346213
904	151.9150982
905	151.8619891
906	151.7744713
907	151.7086771
908	151.5727699
909	151.48287
910	151.3451186
911	151.1829186
912	151.0997625
913	151.0553729
914	150.9800907
915	150.9050978
916	150.8476343
917	150.7850731
918	150.6324113
919	150.4801695
920	150.4059516
921	150.336786
922	150.1301014
923	150.0627247
924	149.9547827
925	149.8041303
926	149.7580492
927	149.6149566
928	149.6006306
929	149.5214776
930	149.4610519
931	149.3017269
932	149.212571
933	149.2091616
934	149.1754369
935	149.1309809
936	149.1032847
937	149.0252385
938	148.9202133
939	148.7703339
940	148.7664136
941	148.7134348
942	148.652119
943	148.6209408
944	148.4811808
945	148.38447
946	148.296755
947	148.1447611
948	147.9312273
949	147.9183949
950	147.8539404
951	147.7799628
952	147.7381707
953	147.7258637
954	147.58264
955	147.4804398
956	147.4696881
957	147.3806272
958	147.2884339
959	147.2634439
960	147.1247284
961	147.1171386
962	146.983076
963	146.9400139
964	146.8491731
965	146.7799584
966	146.6403247
967	146.5194117
968	146.4228106
969	146.3041201
970	146.224065
971	146.0845037
972	146.0340884
973	145.98167
974	145.9069459
975	145.7842874
976	145.7293175
977	145.6359576
978	145.525749
979	145.421143
980	145.3058309
981	145.1939427
982	145.1894649
983	144.993666
984	144.9247615
985	144.8293302
986	144.8221067
987	144.7793952
988	144.6781504
989	144.5658869
990	144.4735222
991	144.3644967
992	144.2946376
993	144.2555927
994	144.1018011
995	143.9782135
996	143.8367774
997	143.7231258
998	143.6530038
999	143.5056555
