Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Price,Length,Width,Depth
202154-352,CUSHION,1.0,SI2,E,EX,EX,GD,N,3443.55,5.8515625,5.4101562,3.6699219
1608359,CUSHION,0.89990234,VS1,I,EX,EX,EX,N,3447.56,5.6914062,5.1992188,3.5292969
1612575,CUSHION,0.7998047,VS1,G,EX,VG,VG,F,2819.34,5.3203125,5.1992188,3.5
1670784,CUSHION,0.7998047,SI1,D,VG,EX,GD,F,2820.4,5.25,4.9804688,3.4902344
1642234,CUSHION,0.8100586,VS1,H,EX,EX,VG,N,2820.67,5.2695312,5.171875,3.5
1794032,CUSHION,0.7001953,VS1,F,GD,EX,GD,F,2822.3,4.7695312,4.71875,3.4394531
1774075,CUSHION,0.70996094,VVS2,D,VG,EX,VG,M,2823.23,5.2382812,4.7695312,3.3300781
1759252,CUSHION,0.7998047,SI1,F,EX,EX,VG,N,2823.25,5.671875,4.9296875,3.3496094
1794905,CUSHION,0.5,SI1,FANCY,EX,EX,VG,M,2823.99,4.8984375,4.2109375,2.8496094
1759253,CUSHION,0.7998047,SI1,G,VG,EX,VG,N,2827.4,5.1992188,5.1289062,3.5800781
1663184,CUSHION,0.89990234,VS2,J,EX,EX,VG,N,2829.58,5.4609375,5.4101562,3.6601562
200637-296,CUSHION,1.0,SI2,I,EX,EX,VG,N,2829.81,5.890625,5.5703125,3.6699219
212001-119,CUSHION,1.0,VS1,K,GD,EX,GD,N,2834.65,5.609375,5.2890625,3.8007812
1572834,CUSHION,0.85009766,VS2,FANCY,EX,EX,GD,F,2835.39,5.2109375,5.1796875,3.4902344
212055-532,CUSHION,1.0,VS2,K,EX,EX,EX,F,2837.71,5.8789062,5.4609375,3.6992188
210310-53,CUSHION,1.0097656,SI2,I,EX,EX,GD,F,2837.98,5.7695312,5.5703125,3.7597656
202214-267,CUSHION,1.0,SI2,I,GD,EX,VG,N,2838.02,5.640625,5.3085938,3.8203125
1648822,CUSHION,0.8300781,VS2,E,EX,EX,VG,N,3389.88,5.96875,5.0117188,3.3496094
1796869,CUSHION,0.75,VS1,G,EX,EX,VG,N,3391.44,5.0898438,5.078125,3.4492188
1796874,CUSHION,0.72021484,VS2,F,EX,EX,EX,N,3392.17,5.5898438,4.7890625,3.25
1615057,CUSHION,0.8198242,VS2,E,EX,EX,VG,N,3395.72,5.4296875,5.1289062,3.4707031
201244-212,CUSHION,1.2001953,SI1,K,EX,EX,VG,N,3397.09,5.96875,5.9609375,4.0390625
1794029,CUSHION,0.72998047,VS1,D,EX,EX,VG,F,3399.11,5.5507812,4.8203125,3.2207031
1794030,CUSHION,0.75,VS1,E,VG,EX,EX,M,3400.33,5.0507812,5.0,3.4492188
1796870,CUSHION,0.75,VS2,D,VG,EX,VG,N,3400.33,5.3203125,4.8789062,3.359375
200655-186,CUSHION,1.0498047,SI1,FANCY,EX,EX,VG,N,3404.8,6.390625,5.2109375,3.5292969
1789825,CUSHION,0.89990234,SI2,E,VG,EX,VG,N,3407.53,5.4492188,5.390625,3.75
201156-549,CUSHION,1.2099609,I1,F,VG,EX,VG,M,3410.29,6.28125,5.6796875,3.9902344
1786412,CUSHION,0.8100586,SI1,D,EX,EX,EX,N,3416.84,5.5507812,5.1015625,3.4707031
1760313,CUSHION,0.7998047,VS2,E,EX,EX,EX,F,3417.96,5.5390625,5.0507812,3.4003906
211007-308,CUSHION,1.5,VVS2,N,EX,EX,GD,ST,3419.67,6.5390625,6.3203125,4.28125
1612563,CUSHION,0.89990234,VS1,I,EX,EX,VG,N,3420.86,5.5117188,5.3984375,3.6308594
1660160,CUSHION,0.8100586,VVS1,F,VG,EX,VG,F,3480.49,5.5117188,4.9882812,3.4902344
211177-144,CUSHION,1.0,SI2,J,VG,VG,VG,N,3480.83,5.8789062,5.3398438,3.7304688
213091-622,CUSHION,0.95996094,SI1,H,VG,VG,VG,F,3480.99,6.0,5.1914062,3.6191406
203227-301,CUSHION,0.95996094,SI1,H,EX,EX,VG,ST,3483.07,6.3789062,5.140625,3.4902344
1799588,CUSHION,0.7001953,VVS2,E,VG,EX,VG,N,3486.08,4.9414062,4.8515625,3.3808594
212126-29,CUSHION,0.95996094,SI1,I,VG,EX,VG,N,3489.02,5.5585938,5.359375,3.75
1791711,CUSHION,0.89990234,SI1,E,VG,EX,VG,N,3489.83,5.578125,5.21875,3.6503906
Eco Diamond LGC10138,CUSHION,1.6796875,VS2,J,VG,VG,VG,N,3491.26,7.0507812,6.5898438,4.2890625
210407-79,CUSHION,1.5195312,VS2,W-X,EX,EX,VG,F,3496.52,6.4882812,6.03125,4.1914062
211099-224,CUSHION,1.0,SI1,I,EX,EX,VG,N,3498.72,6.1289062,5.3203125,3.609375
1743724,CUSHION,0.7998047,VS1,G,EX,EX,VG,N,3499.04,5.6914062,4.9492188,3.359375
1783702,CUSHION,0.89990234,VS1,H,GD,VG,GD,N,3499.06,5.5390625,4.9882812,3.6894531
1787753,CUSHION,0.89990234,SI1,F,GD,EX,VG,N,3499.16,5.6210938,5.0,3.6992188
210516-215,CUSHION,0.97021484,SI1,H,GD,VG,VG,N,3502.31,5.4492188,5.1210938,4.0117188
211007-694,CUSHION,1.2001953,VS1,K,VG,EX,GD,ST,3505.15,6.4804688,5.640625,3.8398438
210303-162,CUSHION,1.0097656,SI1,G,EX,EX,VG,N,3790.33,5.75,5.5390625,3.7304688
201244-170,CUSHION,1.0,VS1,I,EX,EX,VG,F,3792.23,5.8984375,5.3789062,3.6503906
200786-147,CUSHION,0.95996094,SI2,H,EX,EX,VG,N,3800.19,6.25,5.25,3.5292969
1781160,CUSHION,0.89990234,SI1,G,VG,EX,VG,N,3801.32,5.5195312,5.1210938,3.5898438
202238-274,CUSHION,0.95996094,VS2,I,EX,VG,VG,N,3801.62,5.8085938,5.3515625,3.640625
1794023,CUSHION,0.8198242,VS2,D,EX,EX,VG,N,3805.66,5.8710938,5.0,3.359375
200761-294,CUSHION,1.8095703,SI1,Y-Z,EX,EX,VG,F,3811.71,6.6992188,6.671875,4.5195312
202220-117,CUSHION,1.0,SI1,I,EX,EX,VG,N,3812.58,5.8398438,5.6992188,3.8496094
200770-120,CUSHION,1.2001953,SI2,H,EX,VG,VG,N,3814.51,6.5507812,5.6914062,3.8496094
200788-194,CUSHION,1.0097656,SI2,G,EX,EX,EX,M,3815.09,5.9101562,5.4414062,3.6894531
211031-153,CUSHION,0.97998047,SI1,H,VG,EX,VG,N,3819.36,5.6210938,5.3515625,3.7304688
200650-342,CUSHION,1.2001953,VVS2,K,EX,EX,VG,F,3824.38,6.2617188,5.7382812,3.9003906
211003-1064,CUSHION,1.1904297,VS2,J,EX,EX,GD,M,3824.5,6.109375,5.8398438,3.9199219
200635-60,CUSHION,1.5097656,SI1,FANCY,EX,EX,VG,N,3825.69,6.46875,6.2382812,4.2382812
200699-109,CUSHION,1.0195312,SI2,G,EX,EX,EX,N,3829.74,5.8007812,5.6796875,3.859375
210530-522,CUSHION,1.0,SI2,FANCY,VG,EX,VG,ST,3448.25,5.5117188,5.2382812,3.7402344
203221-1583,CUSHION,1.0,SI2,E,EX,EX,VG,ST,3448.44,6.3515625,5.5,3.6992188
1773444,CUSHION,0.89990234,VS2,I,EX,EX,VG,N,3448.68,5.46875,5.328125,3.640625
210534-150,CUSHION,1.25,SI1,FANCY,EX,EX,VG,N,3449.06,6.609375,5.5390625,3.8691406
1664753,CUSHION,0.72021484,VVS1,FANCY,EX,EX,VG,M,3456.76,5.5117188,4.7617188,3.1992188
210043-143,CUSHION,1.0097656,VS1,J,VG,EX,VG,M,3460.94,6.1914062,5.2617188,3.6503906
203207-100,CUSHION,1.0,SI2,G,EX,EX,VG,N,3461.91,5.8789062,5.7695312,3.9101562
210534-70,CUSHION,1.0097656,SI2,I,VG,EX,EX,N,3463.35,6.1015625,5.421875,3.7597656
1626220,CUSHION,0.7998047,VS2,E,EX,EX,EX,N,3466.3,5.3710938,5.109375,3.4609375
213061-78,CUSHION,1.0,SI2,G,EX,EX,VG,N,3468.24,6.140625,5.3085938,3.609375
210026-54,CUSHION,1.2900391,SI2,J,EX,VG,VG,N,3470.17,6.0703125,6.03125,4.078125
1734196,CUSHION,0.89990234,SI1,G,EX,EX,EX,N,3471.41,5.6289062,5.328125,3.609375
1664485,CUSHION,0.7998047,VS1,E,EX,EX,VG,F,3471.87,5.7617188,5.0,3.390625
211125-43,CUSHION,1.0,SI2,F,EX,EX,VG,ST,3473.08,6.359375,5.2617188,3.5800781
1606712,CUSHION,0.89990234,VS1,I,EX,VG,VG,N,3475.48,5.7109375,5.21875,3.5390625
1553648,CUSHION,0.89990234,SI2,H,VG,EX,VG,F,2611.79,5.6015625,5.1992188,3.5292969
1615058,CUSHION,0.7998047,VS2,H,EX,EX,VG,N,2618.67,5.5585938,5.140625,3.4003906
203186-280,CUSHION,0.95996094,VVS2,K,EX,EX,VG,N,2619.85,6.0390625,5.21875,3.5390625
1631318,CUSHION,0.7998047,SI1,E,VG,EX,VG,N,2619.95,5.4804688,4.9882812,3.4394531
1564530,CUSHION,0.89990234,SI2,E,EX,EX,VG,ST,2620.85,5.75,5.2304688,3.5390625
1767811,CUSHION,0.75,SI1,F,EX,EX,VG,N,2620.9,5.8398438,4.8710938,3.2304688
211169-12,CUSHION,1.0097656,I1,FANCY,EX,EX,VG,M,2621.11,5.75,5.6914062,3.6894531
1628240,CUSHION,0.7998047,SI1,G,EX,EX,VG,N,2622.65,6.0390625,4.8398438,3.2890625
1648827,CUSHION,0.72021484,VS2,F,EX,EX,VG,N,2623.08,5.1484375,4.9296875,3.3496094
1639560,CUSHION,0.75,SI2,F,EX,EX,VG,N,2623.1,5.5703125,4.8515625,3.2792969
1794025,CUSHION,0.8100586,VS2,J,VG,EX,EX,N,2625.6,5.3984375,5.0117188,3.5097656
1773452,CUSHION,0.9501953,SI2,H,EX,EX,VG,ST,2626.23,5.671875,5.4804688,3.6992188
1732848,CUSHION,0.8100586,SI1,E,EX,EX,VG,N,2626.83,5.890625,4.9882812,3.3496094
202233-575,CUSHION,1.0097656,SI2,I,VG,EX,VG,ST,2629.54,6.0,5.3398438,3.7304688
1657708,CUSHION,0.7001953,VS2,F,EX,EX,VG,N,2631.11,5.2304688,4.8984375,3.2792969
212080-318,CUSHION,1.0,SI2,H,EX,VG,EX,N,3759.15,5.6992188,5.5195312,3.75
210454-210,CUSHION,1.0,VS1,I,VG,VG,EX,M,3764.02,5.7695312,5.3085938,3.7207031
211090-244,CUSHION,1.0,SI2,F,EX,EX,VG,N,3765.58,6.2890625,5.4296875,3.6308594
201145-43,CUSHION,1.0195312,SI1,D,EX,EX,EX,ST,3768.42,5.921875,5.53125,3.7109375
1639533,CUSHION,0.89990234,VS2,H,EX,EX,VG,N,3771.04,5.5117188,5.3085938,3.5898438
211099-248,CUSHION,1.0097656,SI1,H,EX,VG,VG,ST,3775.07,6.2304688,5.4101562,3.6601562
212052-403,CUSHION,1.0097656,SI1,H,EX,EX,EX,F,3776.68,5.75,5.6289062,3.7695312
1638096,CUSHION,0.89990234,SI1,F,EX,EX,VG,N,3778.83,5.6289062,5.3398438,3.6308594
1647276,CUSHION,0.89990234,SI1,G,EX,EX,EX,N,3779.11,5.6210938,5.3398438,3.5898438
1632710,CUSHION,0.9199219,SI1,F,EX,EX,VG,N,3780.37,5.75,5.2304688,3.5507812
200636-118,CUSHION,1.7001953,SI2,L,VG,EX,GD,N,3781.67,6.6484375,6.5390625,4.4882812
200700-1110,CUSHION,1.0,SI2,F,EX,EX,VG,N,3784.61,5.890625,5.6210938,3.8007812
210423-70,CUSHION,1.0,SI1,F,EX,EX,VG,M,3788.46,5.921875,5.390625,3.6601562
211090-113,CUSHION,1.0097656,VS1,J,EX,EX,VG,N,3789.79,6.03125,5.5,3.7109375
211099-268,CUSHION,1.0195312,SI1,F,EX,EX,EX,ST,3789.97,5.7109375,5.671875,3.8398438
1758176,CUSHION,0.89990234,SI2,H,VG,EX,VG,N,2895.11,5.6992188,5.140625,3.5800781
200761-82,CUSHION,1.7099609,SI2,Y-Z,EX,EX,VG,N,2895.53,6.6914062,6.3789062,4.3203125
1584392,CUSHION,0.7998047,VS2,G,EX,EX,EX,N,2896.8,5.25,5.1914062,3.5195312
1754803,CUSHION,0.89990234,VS2,J,EX,EX,EX,N,2901.07,5.609375,5.25,3.5605469
200751-175,CUSHION,1.0097656,VS2,K,EX,EX,VG,F,2901.56,6.0507812,5.3710938,3.640625
1606764,CUSHION,0.7998047,VS2,G,EX,EX,EX,N,2902.28,5.5898438,5.0898438,3.4296875
1619452,CUSHION,0.89990234,VS1,J,EX,EX,VG,N,2902.58,5.3710938,5.3398438,3.609375
1766791,CUSHION,0.89990234,VVS2,J,VG,EX,EX,N,2902.86,5.3984375,5.21875,3.6308594
1773446,CUSHION,0.89990234,VS2,I,EX,EX,VG,M,2904.15,6.1914062,5.0898438,3.4609375
200763-51,CUSHION,1.0,SI2,I,EX,EX,EX,F,2904.99,5.9609375,5.7109375,3.7890625
1795566,CUSHION,0.7001953,VVS2,G,VG,EX,EX,F,2906.72,5.0,4.8710938,3.4003906
200697-93,CUSHION,1.0097656,SI1,FANCY,EX,EX,VG,M,2911.64,6.3984375,5.2304688,3.5507812
211177-135,CUSHION,0.95996094,SI1,J,VG,EX,VG,F,2916.16,5.6914062,5.3515625,3.7402344
211105-104,CUSHION,1.0097656,SI2,J,EX,EX,VG,N,2921.49,5.640625,5.6015625,3.7597656
1638099,CUSHION,0.89990234,SI2,D,EX,EX,EX,F,2921.58,5.3710938,5.3515625,3.609375
210344-291,CUSHION,1.0097656,SI1,J,VG,EX,VG,N,2798.53,5.75,5.4609375,3.8105469
1638109,CUSHION,0.7998047,SI1,F,EX,EX,VG,N,2799.77,5.1914062,5.1601562,3.5
1772499,CUSHION,0.7998047,VS1,I,EX,EX,VG,N,2800.26,5.4296875,5.0898438,3.4492188
211007-421,CUSHION,1.0097656,VS1,O-P,EX,EX,VG,N,2802.49,5.6992188,5.578125,3.7890625
211003-804,CUSHION,1.0097656,VS2,K,EX,EX,VG,M,2802.83,5.890625,5.4882812,3.7304688
1608396,CUSHION,0.7998047,VS2,G,EX,EX,EX,N,2805.18,5.2695312,5.25,3.5605469
200519-97,CUSHION,1.1103516,SI1,FANCY,EX,EX,VG,F,2805.3,5.921875,5.609375,3.8105469
210365-340,CUSHION,1.1298828,VS2,FANCY,EX,EX,VG,F,2805.77,6.3710938,5.359375,3.640625
1782534,CUSHION,0.89990234,VS1,J,VG,EX,VG,F,2806.82,5.6484375,5.21875,3.5800781
210479-310,CUSHION,0.95996094,I1,F,EX,EX,EX,N,2807.43,5.890625,5.3710938,3.640625
1642228,CUSHION,0.89990234,VS2,J,EX,EX,EX,N,2812.65,6.0117188,5.1289062,3.4902344
1643510,CUSHION,0.7998047,SI1,F,EX,EX,VG,N,2817.63,5.3398438,5.171875,3.4902344
1652680,CUSHION,0.8100586,VS2,F,EX,EX,VG,M,2817.8,5.4492188,5.1992188,3.4199219
210516-50,CUSHION,1.0,VVS2,L,GD,EX,EX,N,2817.95,5.359375,5.3515625,3.8496094
1767810,CUSHION,0.7001953,VS2,F,VG,EX,VG,N,2818.99,5.0195312,4.8007812,3.359375
1783706,CUSHION,0.72021484,VS2,F,EX,VG,VG,N,3237.87,5.6914062,4.8085938,3.1992188
1761464,CUSHION,0.89990234,SI2,E,VG,EX,VG,N,3238.89,5.6289062,5.2304688,3.6503906
1746974,CUSHION,0.8198242,VS1,H,EX,EX,EX,N,3248.18,5.7617188,5.0,3.3808594
210492-71,CUSHION,1.0,VVS2,K,VG,EX,EX,N,3250.49,5.7109375,5.3984375,3.75
1771056,CUSHION,0.7998047,VVS2,D,EX,EX,VG,M,3250.53,5.8710938,4.921875,3.3203125
1759248,CUSHION,0.89990234,SI2,D,VG,EX,VG,N,3251.21,6.0195312,5.109375,3.4492188
213081-239,CUSHION,1.0,VS1,J,GD,EX,VG,N,3255.46,5.8789062,5.1992188,3.7402344
210496-30,CUSHION,0.95996094,SI2,H,EX,EX,EX,ST,3257.15,5.7695312,5.7109375,3.5800781
1638106,CUSHION,0.7998047,VS2,G,EX,EX,VG,N,3260.31,5.2382812,5.1992188,3.4707031
212023-348,CUSHION,1.0,VS2,K,VG,EX,EX,N,3267.15,5.71875,5.3515625,3.7207031
1667142,CUSHION,0.72021484,VS1,G,EX,EX,EX,N,3268.8,5.2109375,4.921875,3.2890625
1778450,CUSHION,0.7998047,VS2,G,EX,EX,VG,N,3269.41,5.4414062,5.0390625,3.4199219
212109-506,CUSHION,1.2001953,SI2,K,EX,EX,VG,F,3269.71,6.640625,5.6015625,3.7597656
1798193,CUSHION,0.7001953,VS1,D,VG,EX,VG,N,3273.31,4.9414062,4.9101562,3.4199219
1759249,CUSHION,0.9199219,SI2,F,EX,VG,EX,N,3275.32,5.859375,5.3398438,3.4707031
1638120,CUSHION,0.7001953,SI1,E,EX,EX,VG,N,2421.52,5.3203125,4.8710938,3.2890625
1615056,CUSHION,0.7998047,VS1,I,EX,EX,VG,N,2422.26,5.3007812,5.2109375,3.5390625
1773460,CUSHION,0.7998047,SI1,G,EX,EX,VG,N,2422.89,5.8398438,4.9492188,3.3398438
200668-31,CUSHION,1.2900391,SI1,FANCY,EX,VG,VG,F,2423.51,6.109375,5.8515625,3.9609375
1648823,CUSHION,0.8300781,SI1,G,EX,EX,VG,N,2425.61,5.3398438,5.2109375,3.5390625
1548301,CUSHION,0.70996094,VS2,E,EX,EX,VG,N,2426.81,5.53125,4.7695312,3.1601562
210034-116,CUSHION,1.0097656,SI1,K,EX,EX,EX,M,2433.19,5.671875,5.578125,3.75
200689-24,CUSHION,1.2197266,VS1,FANCY,EX,VG,VG,N,2433.77,5.921875,5.890625,3.9492188
1790056,CUSHION,0.8598633,VS2,FANCY,EX,EX,VG,N,2433.8,5.2382812,5.0585938,3.5195312
1606767,CUSHION,0.8100586,VS2,I,EX,EX,EX,N,2434.07,5.28125,5.1601562,3.5
200753-97,CUSHION,1.5,SI2,W-X,VG,VG,GD,M,2435.5,6.6914062,5.9609375,4.1601562
1596261,CUSHION,0.8100586,SI1,G,EX,EX,VG,N,2435.56,5.4609375,5.1796875,3.5
212001-126,CUSHION,0.95996094,VS1,K,VG,EX,EX,N,2435.56,5.6601562,5.421875,3.75
201232-414,CUSHION,1.0097656,SI2,G,EX,VG,VG,ST,2436.86,6.2890625,5.4609375,3.6601562
1636066,CUSHION,0.75,SI1,G,EX,EX,VG,N,2437.61,5.1796875,4.9882812,3.390625
210019-106,CUSHION,1.0097656,SI2,I,EX,EX,EX,M,2772.47,6.3007812,5.328125,3.6191406
1642229,CUSHION,0.89990234,SI1,I,VG,EX,VG,F,2773.7,5.5507812,5.1484375,3.609375
210030-256,CUSHION,1.0703125,SI2,FANCY,EX,VG,GD,N,2774.9,6.5117188,5.4882812,3.4003906
211020-379,CUSHION,1.2998047,SI2,J,EX,EX,EX,VSL,2775.23,6.421875,5.9296875,3.9296875
1722012,CUSHION,0.89990234,SI1,I,EX,EX,EX,N,2776.28,5.5507812,5.3398438,3.609375
1672855,CUSHION,0.7001953,VVS1,G,GD,EX,VG,N,2778.78,5.0,4.640625,3.3398438
210551-108,CUSHION,1.2099609,VS2,W-X,EX,EX,EX,M,2782.81,5.8710938,5.6601562,3.9296875
1727007,CUSHION,0.8300781,SI2,FANCY,EX,EX,VG,F,2782.91,5.8203125,4.8203125,3.25
1656365,CUSHION,0.8701172,SI1,F,EX,EX,EX,ST,2784.33,5.578125,5.25,3.5292969
1606745,CUSHION,0.7998047,VS1,H,EX,EX,VG,N,2784.64,5.3007812,5.1210938,3.4492188
1575612,CUSHION,0.7998047,VS1,H,EX,EX,EX,N,2784.64,5.5703125,5.0507812,3.3808594
1652684,CUSHION,0.8300781,SI1,G,EX,EX,EX,N,2785.64,5.4804688,5.171875,3.4492188
200787-489,CUSHION,1.0195312,SI2,J,EX,EX,VG,F,2786.32,6.5117188,5.4882812,3.7109375
1729366,CUSHION,0.89990234,SI1,I,VG,EX,VG,N,2788.33,5.5195312,5.25,3.5800781
1650996,CUSHION,0.7998047,VS1,H,VG,EX,EX,N,2798.33,5.4492188,5.0,3.4609375
1623489,CUSHION,0.9301758,SI1,F,EX,EX,VG,N,3559.23,5.6796875,5.3984375,3.640625
1639540,CUSHION,0.8100586,VS2,E,EX,EX,EX,N,3560.2,5.46875,5.1015625,3.4394531
210028-379,CUSHION,0.95996094,SI2,H,EX,EX,EX,F,3561.17,5.828125,5.3398438,3.6191406
210407-384,CUSHION,1.5302734,VVS2,W-X,EX,EX,VG,F,3562.82,6.3789062,6.28125,4.28125
200518-324,CUSHION,2.0195312,SI2,W,EX,VG,VG,ST,3572.14,8.078125,6.46875,4.359375
1754143,CUSHION,0.7998047,VS1,F,EX,EX,VG,N,3574.69,5.3007812,5.0585938,3.4394531
1765470,CUSHION,0.8198242,VS2,D,EX,EX,EX,N,3578.22,5.9296875,5.0195312,3.4003906
1624914,CUSHION,0.89990234,SI1,F,EX,EX,EX,N,3579.91,5.7109375,5.28125,3.5800781
1624910,CUSHION,0.89990234,SI1,E,VG,EX,EX,N,3582.57,5.4414062,5.359375,3.7109375
1656362,CUSHION,0.8901367,VS2,G,EX,EX,EX,F,3586.53,5.6601562,5.2304688,3.5507812
210516-115,CUSHION,1.0,VS2,J,VG,EX,EX,N,3586.78,5.6484375,5.4414062,3.7890625
1782536,CUSHION,0.8198242,VS2,D,EX,EX,EX,F,3587.97,5.7695312,5.0,3.359375
211003-556,CUSHION,1.0097656,SI2,H,EX,VG,EX,N,3590.27,5.921875,5.8085938,3.9492188
200744-40,CUSHION,1.0097656,SI2,H,EX,EX,EX,N,3590.27,5.75,5.609375,3.7890625
1782538,CUSHION,0.75,VS1,F,EX,EX,EX,N,3597.05,5.3984375,5.0390625,3.2890625
1638101,CUSHION,0.8100586,VVS2,F,EX,EX,EX,N,3505.63,5.4882812,5.0,3.4003906
201209-716,CUSHION,1.0,VS2,I,VG,EX,VG,N,3506.48,6.1015625,5.2382812,3.6601562
203204-308,CUSHION,0.95996094,SI2,E,EX,EX,VG,N,3506.6,6.2109375,5.3515625,3.5195312
200699-110,CUSHION,1.2001953,SI2,I,EX,EX,VG,N,3506.66,6.078125,5.78125,3.9296875
1650986,CUSHION,0.89990234,SI1,I,EX,EX,VG,N,3508.11,5.390625,5.3515625,3.6191406
203211-503,CUSHION,0.95996094,SI2,E,EX,EX,VG,N,3510.08,5.6484375,5.4492188,3.6796875
111000-6369,CUSHION,1.3896484,SI1,FANCY,EX,EX,VG,N,3512.26,6.3984375,5.9101562,4.0195312
1775159,CUSHION,0.91015625,VS2,I,EX,EX,EX,N,3513.85,5.7109375,5.1992188,3.5292969
1624905,CUSHION,0.89990234,VS1,I,EX,EX,EX,N,3514.31,5.6992188,5.359375,3.6308594
201200-101,CUSHION,1.0,VS1,J,EX,EX,VG,N,3514.62,6.0703125,5.2890625,3.5898438
1581582,CUSHION,0.8598633,VS2,E,EX,EX,VG,F,3514.76,5.671875,5.2617188,3.5097656
1619451,CUSHION,0.89990234,VS1,I,EX,EX,VG,N,3519.17,5.4609375,5.3007812,3.5996094
1636011,CUSHION,0.89990234,SI1,E,VG,EX,VG,F,3519.28,5.6914062,5.2695312,3.6601562
1638103,CUSHION,0.7998047,VS2,E,EX,EX,EX,N,3520.52,5.2304688,5.1796875,3.5097656
201205-342,CUSHION,1.0097656,IF,FANCY,EX,EX,VG,F,3521.16,5.7695312,5.53125,3.7402344
200700-772,CUSHION,1.0097656,VS1,FANCY,EX,EX,VG,N,2473.38,6.0390625,5.28125,3.5605469
211007-452,CUSHION,1.0097656,VVS1,O-P,EX,EX,VG,N,2473.38,6.21875,5.3984375,3.6191406
1787761,CUSHION,0.70996094,SI1,G,EX,EX,VG,N,2477.47,5.4882812,4.7695312,3.2402344
1763859,CUSHION,0.89990234,SI2,I,EX,EX,EX,N,2478.23,5.4882812,5.421875,3.6601562
203186-384,CUSHION,0.95996094,VS1,FANCY,EX,VG,GD,N,2478.69,5.4296875,5.1992188,3.5292969
1642235,CUSHION,0.7998047,VS1,I,EX,EX,VG,N,2480.15,5.1992188,5.1015625,3.4707031
1665787,CUSHION,0.7001953,SI1,E,EX,EX,VG,N,2480.77,5.5117188,4.78125,3.2402344
1729365,CUSHION,0.91015625,VS2,K,EX,EX,EX,N,2482.02,5.5,5.328125,3.6191406
1773461,CUSHION,0.7998047,SI1,G,EX,EX,VG,N,2485.2,5.859375,5.0,3.2695312
1626219,CUSHION,0.7998047,VS1,I,EX,EX,EX,N,2485.75,5.3398438,5.1601562,3.4492188
1638117,CUSHION,0.72998047,SI1,D,EX,EX,VG,N,2486.84,5.1210938,4.9804688,3.390625
1771065,CUSHION,0.7001953,SI1,E,EX,EX,EX,N,2487.6,5.0507812,4.8789062,3.3105469
1642236,CUSHION,0.7998047,VS1,I,EX,EX,VG,N,2489.86,5.5390625,5.078125,3.4003906
1638119,CUSHION,0.70996094,SI1,E,EX,EX,EX,N,2490.5,5.171875,4.859375,3.3007812
1581580,CUSHION,0.7998047,VS2,I,EX,EX,EX,N,2491.37,5.578125,5.1015625,3.4296875
210331-22,CUSHION,1.0097656,SI2,G,EX,EX,EX,F,3714.83,6.4492188,5.2109375,3.5195312
210535-52,CUSHION,1.0097656,SI2,E,EX,EX,VG,N,3717.46,5.96875,5.4804688,3.6894531
211185-27,CUSHION,1.5097656,SI2,J,EX,EX,EX,N,3719.32,6.6601562,6.3007812,4.25
211157-11,CUSHION,1.2998047,SI1,FANCY,EX,EX,EX,N,3719.79,6.359375,5.8398438,4.078125
211179-20,CUSHION,1.4599609,VVS2,U-V,EX,EX,GD,F,3722.42,6.3203125,6.03125,4.1210938
211007-604,CUSHION,1.2998047,IF,Q-R,EX,VG,EX,F,3723.5,6.359375,5.9492188,3.9492188
1665774,CUSHION,0.91015625,VS2,H,VG,VG,VG,N,3728.59,5.6484375,5.1796875,3.6308594
1781161,CUSHION,0.89990234,SI1,G,GD,EX,VG,N,3736.3,5.7695312,5.0507812,3.6191406
210428-36,CUSHION,1.6699219,VS1,FANCY,EX,VG,VG,N,3748.26,6.5,6.28125,4.3710938
213094-436,CUSHION,1.0,VS1,I,GD,EX,VG,N,3753.88,5.6210938,5.2695312,3.7890625
1668178,CUSHION,0.91015625,SI1,F,EX,EX,VG,N,3754.13,6.21875,5.0390625,3.4199219
210454-253,CUSHION,1.0097656,SI1,F,GD,EX,VG,ST,3755.99,5.25,5.140625,4.0898438
211007-259,CUSHION,1.4003906,VVS1,S-T,EX,EX,VG,M,3756.25,6.3203125,6.140625,4.109375
1778446,CUSHION,0.91015625,SI1,H,EX,EX,EX,N,3756.79,5.578125,5.4609375,3.6699219
1609766,CUSHION,0.91015625,SI1,E,EX,EX,EX,N,3758.85,5.8007812,5.2890625,3.5898438
1636034,CUSHION,0.8100586,SI1,D,EX,EX,EX,N,3064.2,6.0390625,4.859375,3.3105469
1597308,CUSHION,0.89990234,SI1,H,VG,EX,VG,N,3067.51,5.4414062,5.2890625,3.6894531
1645980,CUSHION,0.7998047,VS1,E,EX,EX,GD,N,3068.11,5.7617188,4.96875,3.359375
201250-23,CUSHION,1.0097656,IF,L,EX,EX,VG,N,3069.61,5.71875,5.6484375,3.7695312
1664486,CUSHION,0.8100586,VS1,H,EX,EX,EX,F,3071.17,5.171875,5.171875,3.5097656
1759250,CUSHION,0.89990234,SI2,G,EX,EX,VG,N,3071.27,5.421875,5.3007812,3.609375
210041-521,CUSHION,1.2001953,VS2,W-X,EX,EX,GD,N,3071.64,6.0585938,5.71875,3.8691406
210561-57,CUSHION,0.97021484,SI2,F,EX,EX,EX,N,3072.35,5.5898438,5.5507812,3.7597656
