Shape_CUSHION,Shape_EMERALD,Shape_HEART,Shape_MARQUISE,Shape_OVAL,Shape_PEAR,Shape_PRINCESS,Shape_ROUND,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Price,Length,Width,Depth
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8300781,5.0,11.0,3.0,3.0,2.0,2.0,2067.92,5.2890625,5.25,3.5507812
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4.0,15.0,3.0,3.0,3.0,0.0,2074.78,5.671875,4.9101562,3.2890625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,5.0,12.0,2.0,3.0,1.0,0.0,2076.37,5.1992188,5.1914062,3.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91015625,4.0,16.0,2.0,3.0,3.0,0.0,2077.41,5.6210938,5.46875,3.7109375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,7.0,12.0,2.0,2.0,2.0,0.0,2079.0,5.140625,5.0,3.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,4.0,17.0,3.0,3.0,2.0,0.0,2125.23,5.6992188,4.6601562,3.1601562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,7.0,12.0,3.0,3.0,2.0,0.0,2126.15,5.1992188,5.140625,3.4902344
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,3.0,3.0,3.0,4.0,2126.49,5.5703125,5.5703125,3.7695312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72021484,4.0,17.0,3.0,3.0,2.0,4.0,2127.22,5.5390625,4.8007812,3.2109375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,17.0,3.0,3.0,2.0,0.0,2131.11,5.25,4.7695312,3.2402344
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5600586,8.0,19.0,3.0,2.0,1.0,0.0,2131.23,4.8085938,4.578125,3.0800781
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,4.0,13.0,2.0,3.0,1.0,0.0,2131.51,5.0898438,5.078125,3.5605469
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,18.0,3.0,3.0,2.0,0.0,2133.55,5.109375,4.9414062,3.359375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,4.0,11.0,2.0,3.0,2.0,0.0,2133.76,5.6601562,5.2109375,3.640625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,3.0,13.0,2.0,3.0,2.0,0.0,2133.85,5.421875,5.2304688,3.6601562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,8.0,12.0,2.0,3.0,2.0,0.0,2135.66,5.1601562,5.1289062,3.5898438
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,18.0,3.0,3.0,2.0,0.0,2138.86,5.0898438,4.890625,3.3203125
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,16.0,3.0,3.0,3.0,0.0,2139.12,5.171875,5.0117188,3.4003906
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2001953,6.0,19.0,3.0,3.0,2.0,0.0,2140.45,6.0195312,5.859375,3.9296875
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1201172,4.0,19.0,3.0,2.0,1.0,4.0,2140.5,6.0703125,5.6601562,3.6699219
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097656,4.0,11.0,3.0,3.0,3.0,2.0,2369.4,5.8984375,5.6210938,3.6601562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,4.0,17.0,3.0,3.0,2.0,0.0,2369.66,5.3007812,4.8398438,3.2597656
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2900391,4.0,19.0,3.0,2.0,2.0,1.0,2369.89,6.0898438,5.8984375,4.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70996094,4.0,17.0,3.0,3.0,3.0,0.0,2370.29,5.3203125,4.8398438,3.2695312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,4.0,18.0,3.0,3.0,2.0,2.0,2370.8,5.71875,4.5898438,3.1191406
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70996094,4.0,18.0,3.0,3.0,3.0,2.0,2376.9,5.328125,4.8515625,3.2695312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,4.0,17.0,3.0,3.0,2.0,4.0,2378.47,5.2617188,5.03125,3.4101562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,4.0,14.0,3.0,3.0,3.0,0.0,2379.12,5.25,5.1796875,3.5097656
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100586,5.0,13.0,3.0,3.0,2.0,0.0,2379.45,5.3085938,5.109375,3.4609375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60009766,8.0,19.0,3.0,3.0,3.0,1.0,2380.14,4.8085938,4.640625,3.109375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5097656,3.0,19.0,3.0,2.0,1.0,0.0,2387.28,6.1601562,5.9609375,4.1601562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,3.0,16.0,3.0,3.0,2.0,0.0,2390.34,5.421875,5.0117188,3.4003906
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2099609,4.0,1.0,3.0,3.0,2.0,0.0,2394.42,6.1601562,5.9609375,3.7597656
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2001953,4.0,19.0,3.0,3.0,2.0,2.0,2399.32,6.1210938,5.7617188,3.9101562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8598633,4.0,18.0,3.0,3.0,2.0,5.0,2399.71,5.859375,5.0898438,3.4609375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4.0,13.0,3.0,3.0,2.0,0.0,2179.86,5.6015625,4.8710938,3.3105469
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0302734,4.0,19.0,3.0,2.0,2.0,0.0,2180.15,5.6484375,5.5507812,3.7695312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8300781,5.0,13.0,3.0,3.0,2.0,0.0,2181.55,5.828125,5.0507812,3.3808594
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,16.0,3.0,2.0,2.0,0.0,2184.75,5.4882812,4.75,3.2207031
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72021484,4.0,16.0,3.0,3.0,2.0,0.0,2190.78,5.1289062,4.9609375,3.359375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100586,4.0,12.0,3.0,3.0,3.0,0.0,2191.89,5.3203125,5.140625,3.4804688
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,7.0,12.0,3.0,3.0,2.0,0.0,2192.54,5.46875,5.1289062,3.4609375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100586,4.0,13.0,3.0,3.0,3.0,0.0,2193.05,5.25,5.2304688,3.5292969
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,7.0,19.0,3.0,3.0,1.0,1.0,2194.13,5.0507812,4.7382812,3.2402344
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,6.0,13.0,3.0,2.0,2.0,0.0,2194.35,5.1484375,4.6484375,3.3203125
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70996094,3.0,18.0,3.0,3.0,2.0,0.0,2194.84,5.109375,5.03125,3.3691406
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,18.0,3.0,3.0,3.0,0.0,2195.14,5.46875,4.75,3.2207031
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,4.0,17.0,2.0,3.0,2.0,0.0,2196.69,5.1210938,4.8515625,3.2695312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,7.0,13.0,2.0,3.0,2.0,4.0,2199.7,5.5703125,4.890625,3.4003906
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,6.0,19.0,3.0,3.0,1.0,2.0,2200.67,5.421875,5.3710938,3.640625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85009766,6.0,19.0,3.0,3.0,1.0,1.0,2251.42,5.28125,5.0390625,3.5195312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7597656,3.0,14.0,3.0,3.0,2.0,0.0,2251.76,5.171875,5.0117188,3.4101562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,5.0,12.0,1.0,3.0,3.0,0.0,2253.96,5.3984375,5.2695312,3.6894531
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72021484,4.0,17.0,3.0,3.0,2.0,0.0,2254.49,5.1484375,4.9609375,3.3300781
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,3.0,12.0,3.0,3.0,2.0,0.0,2254.6,5.4492188,5.421875,3.6796875
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1103516,8.0,3.0,3.0,3.0,2.0,1.0,2255.38,6.5898438,5.2617188,3.5703125
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,5.0,12.0,3.0,3.0,2.0,0.0,2257.43,5.5585938,5.0585938,3.390625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,5.0,11.0,3.0,3.0,2.0,2.0,2257.57,5.609375,5.2890625,3.5996094
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,7.0,12.0,3.0,3.0,3.0,0.0,2257.61,5.8515625,4.9609375,3.3691406
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,3.0,3.0,2.0,0.0,2258.86,5.8085938,5.4609375,3.6992188
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,3.0,12.0,2.0,3.0,2.0,0.0,2262.4,5.4492188,5.328125,3.5800781
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72998047,4.0,15.0,3.0,3.0,3.0,0.0,2263.09,5.0703125,5.0507812,3.4003906
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097656,6.0,19.0,3.0,3.0,1.0,2.0,2263.49,5.640625,5.609375,3.6601562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,19.0,3.0,3.0,2.0,0.0,2267.65,5.5117188,5.4804688,3.7207031
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,3.0,13.0,2.0,3.0,2.0,2.0,2268.42,5.5195312,5.328125,3.7109375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097656,6.0,19.0,3.0,3.0,2.0,0.0,2079.5,5.5703125,5.46875,3.7109375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2001953,3.0,8.0,3.0,3.0,3.0,1.0,2080.3,6.0703125,5.8398438,3.9296875
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6098633,5.0,15.0,3.0,3.0,2.0,0.0,2082.28,4.8789062,4.6796875,3.1503906
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70996094,3.0,13.0,3.0,3.0,3.0,0.0,2088.89,4.9804688,4.96875,3.3691406
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9199219,8.0,10.0,3.0,3.0,3.0,0.0,2089.31,5.7695312,5.2382812,3.5390625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,7.0,13.0,3.0,3.0,3.0,0.0,2090.03,5.4882812,4.7109375,3.1894531
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,8.0,19.0,3.0,3.0,2.0,1.0,2091.23,5.578125,4.8398438,3.2695312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72021484,5.0,19.0,3.0,3.0,2.0,1.0,2092.63,4.8710938,4.8515625,3.390625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91015625,5.0,11.0,2.0,3.0,3.0,2.0,2092.96,5.578125,5.1992188,3.6308594
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,4.0,16.0,3.0,2.0,2.0,0.0,2094.68,5.21875,4.78125,3.2402344
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72021484,4.0,14.0,3.0,3.0,2.0,0.0,2094.93,5.1289062,4.9492188,3.359375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,5.0,12.0,2.0,3.0,2.0,2.0,2095.55,5.3398438,5.0507812,3.5292969
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,19.0,3.0,3.0,1.0,2.0,2095.89,5.078125,4.859375,3.25
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,2.0,3.0,2.0,0.0,2096.38,5.6914062,5.3085938,3.7109375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,2.0,3.0,1.0,2.0,2096.43,5.5585938,5.4882812,3.8496094
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,8.0,19.0,3.0,3.0,2.0,2.0,2270.01,5.2382812,4.8710938,3.4003906
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,4.0,17.0,3.0,3.0,2.0,0.0,2270.32,5.6992188,4.6601562,3.1503906
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95996094,6.0,11.0,3.0,3.0,1.0,4.0,2272.87,6.25,5.1289062,3.4902344
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,4.0,13.0,3.0,3.0,2.0,0.0,2273.98,5.3007812,5.1601562,3.4707031
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,8.0,12.0,3.0,3.0,2.0,0.0,2273.98,5.4882812,5.0507812,3.3691406
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,5.0,12.0,3.0,3.0,3.0,0.0,2274.17,5.2382812,5.21875,3.5507812
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70996094,4.0,17.0,3.0,3.0,2.0,0.0,2279.46,5.28125,4.9296875,3.3007812
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,6.0,13.0,3.0,3.0,3.0,0.0,2279.6,5.2695312,5.078125,3.4609375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097656,3.0,16.0,3.0,2.0,2.0,0.0,2281.0,5.9296875,5.7890625,3.8300781
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,4.0,16.0,3.0,3.0,2.0,1.0,2282.33,5.3203125,4.8515625,3.2109375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,4.0,16.0,2.0,3.0,3.0,2.0,2282.33,5.2695312,4.7382812,3.3105469
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,6.0,11.0,2.0,3.0,2.0,2.0,2283.52,5.4296875,5.28125,3.6699219
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100586,7.0,12.0,3.0,3.0,3.0,0.0,2288.56,5.4804688,5.109375,3.4609375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,4.0,16.0,3.0,3.0,2.0,0.0,2289.0,5.3085938,4.8398438,3.2695312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,3.0,3.0,2.0,0.0,2289.26,5.6601562,5.6015625,3.75
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,5.0,13.0,3.0,3.0,2.0,0.0,2354.34,5.71875,4.9492188,3.3105469
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,5.0,13.0,3.0,2.0,3.0,0.0,2354.34,6.1289062,4.9609375,3.2695312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2304688,6.0,19.0,3.0,3.0,2.0,0.0,2354.88,5.9492188,5.9296875,3.9609375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,4.0,11.0,3.0,3.0,2.0,0.0,2356.37,5.7304688,5.21875,3.5390625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72998047,4.0,14.0,3.0,3.0,2.0,0.0,2356.77,5.3789062,4.9296875,3.2792969
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,6.0,19.0,3.0,3.0,2.0,1.0,2357.06,5.1484375,4.9609375,3.3691406
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0195312,7.0,0.0,3.0,3.0,2.0,1.0,2358.92,6.2617188,5.4804688,3.5605469
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4.0,16.0,3.0,3.0,2.0,0.0,2359.81,5.1484375,5.0195312,3.4101562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100586,7.0,13.0,3.0,3.0,3.0,0.0,2359.81,5.2617188,5.1914062,3.5195312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2099609,4.0,19.0,3.0,3.0,2.0,2.0,2360.07,5.7617188,5.671875,3.9003906
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,8.0,12.0,3.0,3.0,2.0,0.0,2361.12,5.6796875,5.0,3.390625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8198242,3.0,16.0,3.0,3.0,2.0,0.0,2362.06,5.7617188,5.0,3.390625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097656,3.0,14.0,3.0,2.0,2.0,3.0,2362.83,6.3710938,5.359375,3.5292969
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,4.0,15.0,3.0,3.0,2.0,0.0,2365.95,5.7617188,4.6484375,3.1503906
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,5.0,13.0,3.0,3.0,3.0,0.0,2368.37,5.4609375,5.0898438,3.4609375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4.0,14.0,3.0,3.0,2.0,0.0,2401.57,5.609375,4.8515625,3.2792969
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,4.0,16.0,3.0,3.0,2.0,0.0,2403.31,5.2382812,4.78125,3.2402344
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72998047,4.0,18.0,3.0,3.0,2.0,0.0,2404.83,5.6015625,4.8203125,3.2109375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7597656,3.0,17.0,3.0,3.0,3.0,2.0,2404.87,5.2695312,5.1210938,3.4199219
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,3.0,13.0,1.0,3.0,1.0,0.0,2404.99,5.359375,5.1015625,3.6699219
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,3.0,12.0,2.0,3.0,2.0,0.0,2405.31,5.3984375,5.2890625,3.6796875
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95996094,3.0,11.0,3.0,3.0,2.0,2.0,2405.8,6.0703125,5.28125,3.5800781
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,4.0,13.0,3.0,3.0,2.0,0.0,2406.77,5.4609375,5.0,3.390625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097656,5.0,9.0,3.0,3.0,3.0,0.0,2408.0,5.9492188,5.4101562,3.6601562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2001953,2.0,19.0,3.0,2.0,2.0,2.0,2411.29,6.078125,5.96875,3.8691406
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100586,5.0,13.0,3.0,3.0,2.0,0.0,2412.96,5.8398438,5.0390625,3.3691406
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95996094,4.0,11.0,3.0,3.0,2.0,0.0,2415.62,5.6210938,5.4492188,3.6894531
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,4.0,12.0,3.0,3.0,2.0,2.0,2417.12,5.4882812,5.390625,3.5703125
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70996094,4.0,16.0,3.0,3.0,2.0,0.0,2417.66,5.3007812,4.859375,3.2890625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95996094,5.0,11.0,3.0,3.0,2.0,2.0,2419.01,6.0898438,5.2695312,3.5703125
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,17.0,3.0,3.0,2.0,0.0,2142.31,5.5117188,4.7890625,3.25
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8198242,5.0,12.0,3.0,3.0,2.0,0.0,2145.22,5.4882812,5.1210938,3.4804688
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8198242,3.0,19.0,3.0,3.0,2.0,2.0,2147.8,5.5390625,4.96875,3.359375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097656,4.0,11.0,3.0,3.0,3.0,4.0,2147.83,5.640625,5.5585938,3.7792969
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,3.0,3.0,3.0,4.0,2147.95,6.2617188,5.4296875,3.6992188
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,3.0,3.0,2.0,1.0,2147.95,5.8710938,5.5898438,3.7402344
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,18.0,3.0,2.0,2.0,0.0,2148.28,5.1914062,4.9296875,3.2792969
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100586,5.0,12.0,3.0,3.0,2.0,0.0,2149.77,5.421875,5.0898438,3.4492188
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4199219,3.0,8.0,3.0,3.0,2.0,0.0,2150.61,6.921875,6.0703125,3.8007812
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,4.0,13.0,2.0,3.0,2.0,2.0,2155.03,5.2695312,5.1289062,3.5292969
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0703125,7.0,1.0,3.0,3.0,3.0,0.0,2155.85,5.828125,5.4492188,3.6894531
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,5.0,12.0,3.0,3.0,3.0,0.0,2157.93,5.859375,4.9609375,3.359375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91015625,7.0,11.0,3.0,3.0,3.0,0.0,2158.66,5.3984375,5.390625,3.6503906
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2099609,3.0,11.0,3.0,3.0,3.0,0.0,2159.07,6.3515625,6.0507812,4.109375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5097656,7.0,18.0,3.0,3.0,2.0,0.0,2159.88,4.71875,4.328125,2.9296875
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,6.0,19.0,3.0,3.0,1.0,0.0,2026.14,4.9882812,4.8203125,3.4394531
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70996094,5.0,13.0,3.0,3.0,2.0,0.0,2026.56,5.25,4.8398438,3.2695312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5498047,7.0,17.0,3.0,3.0,3.0,0.0,2027.1,4.7109375,4.4882812,3.0507812
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9301758,4.0,11.0,3.0,3.0,3.0,0.0,2027.74,6.0117188,5.1796875,3.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8198242,7.0,12.0,3.0,3.0,2.0,0.0,2030.12,5.5703125,5.0703125,3.4296875
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,5.0,12.0,3.0,3.0,2.0,0.0,2030.73,5.5117188,5.0195312,3.4101562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,5.0,13.0,3.0,3.0,2.0,0.0,2030.97,5.6484375,4.640625,3.1191406
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,18.0,3.0,3.0,2.0,0.0,2032.09,5.578125,4.8515625,3.2304688
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5800781,6.0,16.0,3.0,3.0,3.0,0.0,2033.86,5.1484375,4.46875,3.0195312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,7.0,12.0,3.0,3.0,2.0,0.0,2038.84,5.4882812,5.0390625,3.4101562
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100586,7.0,12.0,3.0,3.0,3.0,1.0,2040.5,5.4882812,5.0390625,3.4199219
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100586,3.0,13.0,3.0,3.0,3.0,0.0,2043.47,5.4296875,5.140625,3.4609375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,14.0,2.0,3.0,2.0,0.0,2043.89,5.6992188,4.5585938,3.1191406
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89990234,3.0,13.0,1.0,3.0,2.0,0.0,2043.99,5.4609375,5.2109375,3.7207031
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998047,4.0,12.0,3.0,3.0,2.0,2.0,2045.8,5.2617188,5.1601562,3.4804688
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100586,5.0,12.0,3.0,3.0,3.0,1.0,2008.35,5.4101562,5.1796875,3.4492188
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72998047,3.0,18.0,3.0,3.0,3.0,2.0,2009.44,5.1210938,5.0195312,3.390625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,15.0,3.0,3.0,2.0,0.0,2012.64,5.2695312,4.7890625,3.25
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2001953,4.0,19.0,3.0,2.0,2.0,2.0,2014.29,6.2382812,5.53125,3.7597656
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,5.0,13.0,2.0,3.0,2.0,0.0,2014.41,5.1992188,4.7382812,3.2792969
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52001953,7.0,17.0,3.0,3.0,2.0,0.0,2014.58,4.9609375,4.3085938,2.9199219
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7597656,7.0,12.0,2.0,3.0,2.0,0.0,2014.73,5.0585938,4.9882812,3.4902344
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001953,3.0,18.0,3.0,3.0,3.0,0.0,2015.51,5.5585938,4.7382812,3.1992188
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52001953,7.0,18.0,3.0,3.0,3.0,2.0,2015.68,4.5507812,4.5117188,3.0605469
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0400391,5.0,11.0,3.0,3.0,3.0,2.0,2016.71,6.421875,5.3515625,3.5898438
